global_event_id,corridor,event_id,handover_type,timestamp,from_cell_name,from_pci,from_band,to_cell_name,to_pci,to_band,time_since_prev_handover_s,distance_since_prev_handover_m,avg_speed_prev_segment_kmh,latitude_at_handover,longitude_at_handover,serving_rsrp_just_before_dbm,serving_rsrp_just_after_dbm
588,gulshan_banani_mohakhali,588,normal,09/06/2026 11:38:43.000,SITE8176.SECC,140.0,Band 3,eNB03634_SB,54.0,Band 3,13.0,79.1,21.9,23.784122,90.392057,-96.0,-96.0
589,gulshan_banani_mohakhali,589,pingpong,09/06/2026 11:38:52.000,eNB03634_SB,54.0,Band 3,URB-5894-C,61.0,Band 3,9.0,43.5,17.4,23.783827,90.392002,-98.0,-101.0
590,gulshan_banani_mohakhali,590,normal,09/06/2026 11:38:53.000,URB-5894-C,61.0,Band 3,eNB03634_SB,54.0,Band 3,1.0,7.9,28.4,23.783793,90.391934,-101.0,-95.0
591,gulshan_banani_mohakhali,591,normal,09/06/2026 11:39:02.000,eNB03634_SB,54.0,Band 3,SITE8176.SECC,140.0,Band 3,9.0,55.1,22.0,23.783367,90.391763,-93.0,-91.0
592,gulshan_banani_mohakhali,592,pingpong,09/06/2026 11:39:30.000,SITE8176.SECC,140.0,Band 3,BD6776B,52.0,Band 3,28.0,149.0,19.2,23.782459,90.391443,-86.0,-83.0
593,gulshan_banani_mohakhali,593,pingpong,09/06/2026 11:39:35.000,BD6776B,52.0,Band 3,SITE8176.SECC,140.0,Band 3,5.0,22.2,16.0,23.782314,90.391388,-83.0,-87.0
594,gulshan_banani_mohakhali,594,pingpong,09/06/2026 11:39:39.000,SITE8176.SECC,140.0,Band 3,BD6776B,52.0,Band 3,4.0,22.1,19.9,23.78215,90.391387,-89.0,-89.0
595,gulshan_banani_mohakhali,595,stable,09/06/2026 11:39:41.000,BD6776B,52.0,Band 3,SITE8176.SECC,140.0,Band 3,2.0,15.3,27.5,23.782047,90.391291,-88.0,-89.0
596,gulshan_banani_mohakhali,596,stable,09/06/2026 11:41:07.000,SITE8176.SECC,140.0,Band 3,BD6776B,52.0,Band 3,86.0,493.4,20.7,23.778755,90.390309,-83.0,-77.0
597,gulshan_banani_mohakhali,597,pingpong,09/06/2026 11:43:48.000,BD6776B,52.0,Band 41,eNB03899_SB,137.0,Band 41,161.0,972.7,21.7,23.771568,90.388896,-96.0,-95.0
598,gulshan_banani_mohakhali,598,short_stay,09/06/2026 11:43:54.000,eNB03899_SB,137.0,Band 41,BD6776B,52.0,Band 41,6.0,48.8,29.3,23.771196,90.388823,-96.0,-96.0
599,gulshan_banani_mohakhali,599,pingpong,09/06/2026 11:44:02.000,BD6776B,52.0,Band 41,SITE8176.SECC,140.0,Band 41,8.0,42.6,19.2,23.770954,90.388738,-88.0,-90.0
600,gulshan_banani_mohakhali,600,normal,09/06/2026 11:44:06.000,SITE8176.SECC,140.0,Band 41,BD6776B,52.0,Band 41,4.0,30.3,27.3,23.770743,90.388762,-92.0,-88.0
601,gulshan_banani_mohakhali,601,pingpong,09/06/2026 11:44:27.000,BD6776B,52.0,Band 41,eNB03899_SB,137.0,Band 41,21.0,119.6,20.5,23.769913,90.38878,-97.0,-96.0
602,gulshan_banani_mohakhali,602,pingpong,09/06/2026 11:44:30.000,eNB03899_SB,137.0,Band 41,BD6776B,52.0,Band 41,3.0,23.3,28.0,23.769743,90.388713,-101.0,-96.0
603,gulshan_banani_mohakhali,603,normal,09/06/2026 11:44:35.000,BD6776B,52.0,Band 41,eNB03899_SB,137.0,Band 41,5.0,29.3,21.1,23.769503,90.388643,-91.0,-92.0
604,gulshan_banani_mohakhali,604,pingpong,09/06/2026 11:44:49.000,eNB03899_SB,137.0,Band 41,eNB05460_SB,196.0,Band 41,14.0,109.1,28.1,23.768643,90.388632,-95.0,-98.0
605,gulshan_banani_mohakhali,605,pingpong,09/06/2026 11:44:53.000,eNB05460_SB,196.0,Band 41,eNB03899_SB,137.0,Band 41,4.0,30.7,27.6,23.768494,90.38877,-99.0,-95.0
606,gulshan_banani_mohakhali,606,short_stay,09/06/2026 11:44:55.000,eNB03899_SB,137.0,Band 41,eNB05460_SB,196.0,Band 41,2.0,10.5,18.9,23.768412,90.388744,-90.0,-94.0
607,gulshan_banani_mohakhali,607,pingpong,09/06/2026 11:45:02.000,eNB05460_SB,196.0,Band 41,URB-5895-A,51.0,Band 41,7.0,52.3,26.9,23.76804,90.388565,-92.0,-90.0
608,gulshan_banani_mohakhali,608,short_stay,09/06/2026 11:45:07.000,URB-5895-A,51.0,Band 41,eNB05460_SB,196.0,Band 41,5.0,28.4,20.4,23.767809,90.388594,-97.0,-93.0
609,gulshan_banani_mohakhali,609,short_stay,09/06/2026 11:45:15.000,eNB05460_SB,196.0,Band 8,eNB03899_SB,137.0,Band 8,8.0,46.0,20.7,23.767431,90.388599,-98.0,-93.0
610,gulshan_banani_mohakhali,610,pingpong,09/06/2026 11:45:19.000,eNB03899_SB,137.0,Band 8,URB-5895-A,51.0,Band 8,4.0,18.9,17.0,23.767277,90.388647,-92.0,-92.0
611,gulshan_banani_mohakhali,611,stable,09/06/2026 11:45:22.000,URB-5895-A,51.0,Band 8,eNB03899_SB,137.0,Band 8,3.0,17.1,20.5,23.76713,90.388652,-91.0,-93.0
612,gulshan_banani_mohakhali,612,pingpong,09/06/2026 11:47:01.000,eNB03899_SB,137.0,Band 8,URB-2534-C,40.0,Band 8,99.0,703.8,25.6,23.761845,90.388773,-93.0,-87.0
613,gulshan_banani_mohakhali,613,pingpong,09/06/2026 11:47:09.000,URB-2534-C,40.0,Band 8,eNB03899_SB,137.0,Band 8,8.0,24.0,10.8,23.761765,90.388828,-88.0,-83.0
614,gulshan_banani_mohakhali,614,pingpong,09/06/2026 11:47:16.000,eNB03899_SB,137.0,Band 8,URB-2534-C,40.0,Band 8,7.0,39.3,20.2,23.761501,90.388803,-92.0,-89.0
615,gulshan_banani_mohakhali,615,normal,09/06/2026 11:47:19.000,URB-2534-C,40.0,Band 8,eNB03899_SB,137.0,Band 8,3.0,19.3,23.2,23.761374,90.388872,-93.0,-93.0
616,gulshan_banani_mohakhali,616,pingpong,09/06/2026 11:47:38.000,eNB03899_SB,137.0,Band 8,URB-2534-C,40.0,Band 8,19.0,137.7,26.1,23.760224,90.38895,-86.0,-84.0
617,gulshan_banani_mohakhali,617,pingpong,09/06/2026 11:47:40.000,URB-2534-C,40.0,Band 8,eNB03899_SB,137.0,Band 8,2.0,21.4,38.5,23.760043,90.388961,-91.0,-89.0
618,gulshan_banani_mohakhali,618,stable,09/06/2026 11:47:44.000,eNB03899_SB,137.0,Band 8,URB-2534-C,40.0,Band 8,4.0,33.8,30.4,23.759765,90.389038,-87.0,-81.0
619,gulshan_banani_mohakhali,619,short_stay,09/06/2026 11:49:54.000,URB-2534-C,40.0,Band 3,SITE1269.SECB,206.0,Band 3,130.0,1089.1,30.2,23.751102,90.391316,-100.0,-95.0
620,gulshan_banani_mohakhali,620,short_stay,09/06/2026 11:49:59.000,SITE1269.SECB,206.0,Band 3,eNB09212_SB,185.0,Band 3,5.0,67.4,48.5,23.750571,90.391609,-98.0,-97.0
621,gulshan_banani_mohakhali,621,short_stay,09/06/2026 11:50:01.000,eNB09212_SB,185.0,Band 3,URB-2534-C,40.0,Band 3,2.0,19.5,35.1,23.750397,90.391591,-100.0,-95.0
622,gulshan_banani_mohakhali,622,pingpong,09/06/2026 11:50:03.000,URB-2534-C,40.0,Band 3,SITE1269.SECB,206.0,Band 3,2.0,34.4,61.9,23.750121,90.391744,-94.0,-87.0
623,gulshan_banani_mohakhali,623,short_stay,09/06/2026 11:50:05.000,SITE1269.SECB,206.0,Band 3,URB-2534-C,40.0,Band 3,2.0,30.0,54.0,23.749893,90.391894,-99.0,-97.0
624,gulshan_banani_mohakhali,624,short_stay,09/06/2026 11:50:13.000,URB-2534-C,40.0,Band 3,BD5150B,179.0,Band 3,8.0,101.0,45.4,23.74914,90.392425,-94.0,-99.0
625,gulshan_banani_mohakhali,625,pingpong,09/06/2026 11:50:17.000,BD5150B,179.0,Band 3,SITE1269.SECB,206.0,Band 3,4.0,46.4,41.8,23.74875,90.392545,-98.0,-98.0
626,gulshan_banani_mohakhali,626,short_stay,09/06/2026 11:50:22.000,SITE1269.SECB,206.0,Band 3,BD5150B,179.0,Band 3,5.0,62.1,44.7,23.748353,90.392964,-97.0,-98.0
627,gulshan_banani_mohakhali,627,short_stay,09/06/2026 11:50:24.000,BD5150B,179.0,Band 3,SITE1289.SECC,126.0,Band 3,2.0,32.7,58.9,23.74811,90.393121,-104.0,-103.0
628,gulshan_banani_mohakhali,628,short_stay,09/06/2026 11:50:25.000,SITE1289.SECC,126.0,Band 3,SITE1269.SECB,206.0,Band 3,1.0,14.3,51.5,23.74801,90.393209,-103.0,-103.0
629,gulshan_banani_mohakhali,629,short_stay,09/06/2026 11:50:26.000,SITE1269.SECB,206.0,Band 3,BD5150B,179.0,Band 3,1.0,7.4,26.6,23.747951,90.393243,-103.0,-98.0
630,gulshan_banani_mohakhali,630,pingpong,09/06/2026 11:50:28.000,BD5150B,179.0,Band 3,SITE3710.SECB,167.0,Band 3,2.0,34.8,62.6,23.747674,90.393403,-99.0,-97.0
631,gulshan_banani_mohakhali,631,pingpong,09/06/2026 11:50:29.000,SITE3710.SECB,167.0,Band 3,BD5150B,179.0,Band 3,1.0,13.0,46.8,23.747585,90.393486,-97.0,-100.0
632,gulshan_banani_mohakhali,632,short_stay,09/06/2026 11:50:36.000,BD5150B,179.0,Band 3,SITE3710.SECB,167.0,Band 3,7.0,99.0,50.9,23.746884,90.394061,-98.0,-106.0
633,gulshan_banani_mohakhali,633,short_stay,09/06/2026 11:50:37.000,SITE3710.SECB,167.0,Band 3,URB-2534-C,40.0,Band 3,1.0,14.4,51.8,23.74678,90.394145,-106.0,-97.0
634,gulshan_banani_mohakhali,634,pingpong,09/06/2026 11:50:38.000,URB-2534-C,40.0,Band 3,BD5150B,179.0,Band 3,1.0,10.9,39.2,23.746698,90.394204,-97.0,-96.0
635,gulshan_banani_mohakhali,635,short_stay,09/06/2026 11:50:42.000,BD5150B,179.0,Band 41,URB-2534-C,40.0,Band 41,4.0,45.8,41.2,23.746481,90.394574,-96.0,-100.0
636,gulshan_banani_mohakhali,636,pingpong,09/06/2026 11:50:43.000,URB-2534-C,40.0,Band 41,SITE3710.SECB,167.0,Band 41,1.0,16.4,59.0,23.746412,90.394716,-100.0,-101.0
637,gulshan_banani_mohakhali,637,short_stay,09/06/2026 11:50:47.000,SITE3710.SECB,167.0,Band 41,URB-2534-C,40.0,Band 41,4.0,50.0,45.0,23.746146,90.395101,-101.0,-100.0
638,gulshan_banani_mohakhali,638,short_stay,09/06/2026 11:50:48.000,URB-2534-C,40.0,Band 41,eNB09212_SB,185.0,Band 41,1.0,12.4,44.6,23.746077,90.395197,-100.0,-102.0
639,gulshan_banani_mohakhali,639,short_stay,09/06/2026 11:50:51.000,eNB09212_SB,185.0,Band 41,SITE3710.SECB,167.0,Band 41,3.0,42.7,51.2,23.745889,90.395556,-98.0,-98.0
640,gulshan_banani_mohakhali,640,pingpong,09/06/2026 11:50:55.000,SITE3710.SECB,167.0,Band 41,SITE1269.SECB,206.0,Band 41,4.0,62.0,55.8,23.745622,90.396027,-99.0,-101.0
641,gulshan_banani_mohakhali,641,stable,09/06/2026 11:50:57.000,SITE1269.SECB,206.0,Band 41,SITE3710.SECB,167.0,Band 41,2.0,25.8,46.4,23.74557,90.396271,-99.0,-95.0
642,gulshan_banani_mohakhali,642,pingpong,09/06/2026 11:52:06.000,SITE3710.SECB,167.0,Band 8,eNB09212_SB,185.0,Band 8,69.0,908.9,47.4,23.748445,90.403484,-96.0,-91.0
643,gulshan_banani_mohakhali,643,pingpong,09/06/2026 11:52:15.000,eNB09212_SB,185.0,Band 8,SITE3710.SECB,167.0,Band 8,9.0,43.8,17.5,23.748629,90.403639,-98.0,-94.0
644,gulshan_banani_mohakhali,644,pingpong,09/06/2026 11:52:22.000,SITE3710.SECB,167.0,Band 41,eNB09212_SB,185.0,Band 41,7.0,54.1,27.8,23.749042,90.403884,-98.0,-96.0
645,gulshan_banani_mohakhali,645,normal,09/06/2026 11:52:27.000,eNB09212_SB,185.0,Band 41,SITE3710.SECB,167.0,Band 41,5.0,33.4,24.0,23.74926,90.404063,-99.0,-97.0
646,gulshan_banani_mohakhali,646,pingpong,09/06/2026 11:52:43.000,SITE3710.SECB,167.0,Band 41,URB-2534-C,40.0,Band 41,16.0,146.1,32.9,23.750291,90.404786,-95.0,-95.0
647,gulshan_banani_mohakhali,647,short_stay,09/06/2026 11:52:45.000,URB-2534-C,40.0,Band 41,SITE3710.SECB,167.0,Band 41,2.0,15.5,27.9,23.750422,90.404816,-92.0,-91.0
648,gulshan_banani_mohakhali,648,normal,09/06/2026 11:52:52.000,SITE3710.SECB,167.0,Band 41,eNB09212_SB,185.0,Band 41,7.0,66.5,34.2,23.750897,90.405089,-98.0,-98.0
649,gulshan_banani_mohakhali,649,pingpong,09/06/2026 11:53:01.000,eNB09212_SB,185.0,Band 8,URB-3990-C,203.0,Band 8,9.0,104.7,41.9,23.751686,90.405543,-97.0,-95.0
650,gulshan_banani_mohakhali,650,pingpong,09/06/2026 11:53:05.000,URB-3990-C,203.0,Band 8,eNB09212_SB,185.0,Band 8,4.0,32.7,29.4,23.751949,90.405674,-100.0,-96.0
651,gulshan_banani_mohakhali,651,short_stay,09/06/2026 11:53:12.000,eNB09212_SB,185.0,Band 8,URB-3990-C,203.0,Band 41,7.0,46.9,24.1,23.752191,90.405873,-95.0,-95.0
652,gulshan_banani_mohakhali,652,short_stay,09/06/2026 11:53:16.000,URB-3990-C,203.0,Band 41,SITE3710.SECB,167.0,Band 41,4.0,15.0,13.5,23.752276,90.405823,-99.0,-98.0
653,gulshan_banani_mohakhali,653,normal,09/06/2026 11:53:19.000,SITE3710.SECB,167.0,Band 41,eNB09212_SB,185.0,Band 41,3.0,5.8,7.0,23.752275,90.405822,-101.0,-95.0
654,gulshan_banani_mohakhali,654,normal,09/06/2026 11:53:28.000,eNB09212_SB,185.0,Band 8,URB-3990-C,203.0,Band 8,9.0,48.1,19.2,23.752293,90.405882,-101.0,-94.0
655,gulshan_banani_mohakhali,655,short_stay,09/06/2026 11:53:41.000,URB-3990-C,203.0,Band 3,SITE1215.SECB,202.0,Band 3,13.0,70.8,19.6,23.752737,90.406013,-102.0,-96.0
656,gulshan_banani_mohakhali,656,short_stay,09/06/2026 11:53:45.000,SITE1215.SECB,202.0,Band 3,eNB09212_SB,185.0,Band 3,4.0,27.0,24.3,23.752919,90.40612,-104.0,-99.0
657,gulshan_banani_mohakhali,657,short_stay,09/06/2026 11:53:48.000,eNB09212_SB,185.0,Band 3,URB-3990-C,203.0,Band 3,3.0,14.6,17.5,23.753039,90.406161,-99.0,-99.0
658,gulshan_banani_mohakhali,658,short_stay,09/06/2026 11:53:49.000,URB-3990-C,203.0,Band 3,URB-2534-C,40.0,Band 3,1.0,6.8,24.5,23.753083,90.406208,-99.0,-99.0
659,gulshan_banani_mohakhali,659,normal,09/06/2026 11:53:53.000,URB-2534-C,40.0,Band 3,eNB09212_SB,185.0,Band 3,4.0,18.5,16.7,23.753219,90.406271,-96.0,-96.0
660,gulshan_banani_mohakhali,660,pingpong,09/06/2026 11:54:49.000,eNB09212_SB,185.0,Band 3,URB-3341-B,29.0,Band 3,56.0,300.0,19.3,23.755134,90.407024,-93.0,-90.0
661,gulshan_banani_mohakhali,661,pingpong,09/06/2026 11:54:53.000,URB-3341-B,29.0,Band 3,eNB09212_SB,185.0,Band 3,4.0,22.4,20.2,23.755227,90.407048,-95.0,-91.0
662,gulshan_banani_mohakhali,662,normal,09/06/2026 11:54:56.000,eNB09212_SB,185.0,Band 3,URB-3341-B,29.0,Band 3,3.0,7.9,9.5,23.755257,90.407086,-94.0,-96.0
663,gulshan_banani_mohakhali,663,pingpong,09/06/2026 11:55:10.000,URB-3341-B,29.0,Band 8,eNB09212_SB,185.0,Band 8,14.0,68.9,17.7,23.755626,90.407176,-93.0,-89.0
664,gulshan_banani_mohakhali,664,pingpong,09/06/2026 11:55:16.000,eNB09212_SB,185.0,Band 8,URB-3341-B,29.0,Band 8,6.0,41.2,24.7,23.755918,90.40722,-93.0,-91.0
665,gulshan_banani_mohakhali,665,short_stay,09/06/2026 11:55:25.000,URB-3341-B,29.0,Band 8,eNB09212_SB,185.0,Band 8,9.0,72.3,28.9,23.756434,90.407515,-92.0,-93.0
666,gulshan_banani_mohakhali,666,pingpong,09/06/2026 11:55:28.000,eNB09212_SB,185.0,Band 8,SITE3182.SECB,41.0,Band 8,3.0,20.6,24.7,23.756583,90.407626,-101.0,-97.0
667,gulshan_banani_mohakhali,667,normal,09/06/2026 11:55:34.000,SITE3182.SECB,41.0,Band 8,eNB09212_SB,185.0,Band 8,6.0,32.7,19.6,23.756824,90.407676,-99.0,-97.0
668,gulshan_banani_mohakhali,668,pingpong,09/06/2026 11:55:43.000,eNB09212_SB,185.0,Band 8,URB-3341-B,29.0,Band 8,9.0,51.4,20.6,23.757212,90.407784,-99.0,-91.0
669,gulshan_banani_mohakhali,669,normal,09/06/2026 11:55:50.000,URB-3341-B,29.0,Band 8,eNB09212_SB,185.0,Band 8,7.0,37.9,19.5,23.757442,90.4078,-101.0,-94.0
670,gulshan_banani_mohakhali,670,normal,09/06/2026 11:56:02.000,eNB09212_SB,185.0,Band 8,URB-3341-B,29.0,Band 8,12.0,78.5,23.6,23.757897,90.408057,-96.0,-94.0
671,gulshan_banani_mohakhali,671,normal,09/06/2026 11:56:23.000,URB-3341-B,29.0,Band 8,eNB09212_SB,185.0,Band 8,21.0,115.9,19.9,23.758611,90.40829,-98.0,-94.0
672,gulshan_banani_mohakhali,672,pingpong,09/06/2026 11:56:52.000,eNB09212_SB,185.0,Band 8,SITE1215.SECB,202.0,Band 8,29.0,170.2,21.1,23.759753,90.408686,-92.0,-97.0
673,gulshan_banani_mohakhali,673,pingpong,09/06/2026 11:56:58.000,SITE1215.SECB,202.0,Band 8,eNB09212_SB,185.0,Band 8,6.0,20.8,12.5,23.759893,90.408686,-89.0,-95.0
674,gulshan_banani_mohakhali,674,normal,09/06/2026 11:57:08.000,eNB09212_SB,185.0,Band 8,SITE1215.SECB,202.0,Band 8,10.0,31.7,11.4,23.759975,90.408788,-95.0,-98.0
675,gulshan_banani_mohakhali,675,short_stay,09/06/2026 11:57:26.000,SITE1215.SECB,202.0,Band 41,URB-3341-B,29.0,Band 41,18.0,109.4,21.9,23.760683,90.409095,-96.0,-90.0
676,gulshan_banani_mohakhali,676,pingpong,09/06/2026 11:57:28.000,URB-3341-B,29.0,Band 41,eNB09212_SB,185.0,Band 41,2.0,13.7,24.7,23.760744,90.409212,-99.0,-89.0
677,gulshan_banani_mohakhali,677,short_stay,09/06/2026 11:57:33.000,eNB09212_SB,185.0,Band 3,URB-3341-B,29.0,Band 3,5.0,41.4,29.8,23.76105,90.409336,-90.0,-89.0
678,gulshan_banani_mohakhali,678,pingpong,09/06/2026 11:57:38.000,URB-3341-B,29.0,Band 3,SITE1215.SECB,202.0,Band 3,5.0,21.0,15.1,23.761122,90.409332,-98.0,-95.0
679,gulshan_banani_mohakhali,679,normal,09/06/2026 11:57:42.000,SITE1215.SECB,202.0,Band 3,URB-3341-B,29.0,Band 3,4.0,32.4,29.2,23.761359,90.409513,-97.0,-98.0
680,gulshan_banani_mohakhali,680,short_stay,09/06/2026 11:58:18.000,URB-3341-B,29.0,Band 8,eNB09212_SB,185.0,Band 8,36.0,217.8,21.8,23.76263,90.410724,-100.0,-98.0
681,gulshan_banani_mohakhali,681,short_stay,09/06/2026 11:58:19.000,eNB09212_SB,185.0,Band 8,BD7179A,203.0,Band 8,1.0,8.1,29.2,23.762642,90.410803,-98.0,-102.0
682,gulshan_banani_mohakhali,682,short_stay,09/06/2026 11:58:20.000,BD7179A,203.0,Band 8,URB-3341-B,29.0,Band 8,1.0,12.3,44.3,23.762725,90.410883,-102.0,-100.0
683,gulshan_banani_mohakhali,683,short_stay,09/06/2026 11:58:25.000,URB-3341-B,29.0,Band 8,SITE3685.SECC,7.0,Band 8,5.0,32.5,23.4,23.762921,90.411107,-95.0,-97.0
684,gulshan_banani_mohakhali,684,short_stay,09/06/2026 11:58:28.000,SITE3685.SECC,7.0,Band 8,eNB09212_SB,185.0,Band 8,3.0,20.7,24.8,23.763068,90.411216,-96.0,-99.0
685,gulshan_banani_mohakhali,685,normal,09/06/2026 11:58:30.000,eNB09212_SB,185.0,Band 8,URB-3341-B,29.0,Band 8,2.0,13.6,24.5,23.7631,90.411325,-98.0,-103.0
686,gulshan_banani_mohakhali,686,short_stay,09/06/2026 11:58:39.000,URB-3341-B,29.0,Band 8,SITE3685.SECC,7.0,Band 8,9.0,65.6,26.2,23.763539,90.41167,-101.0,-103.0
687,gulshan_banani_mohakhali,687,pingpong,09/06/2026 11:58:44.000,SITE3685.SECC,7.0,Band 8,eNB09212_SB,185.0,Band 8,5.0,19.6,14.1,23.763638,90.411792,-101.0,-102.0
688,gulshan_banani_mohakhali,688,short_stay,09/06/2026 11:58:47.000,eNB09212_SB,185.0,Band 8,SITE3685.SECC,7.0,Band 8,3.0,12.1,14.5,23.763739,90.41179,-98.0,-97.0
689,gulshan_banani_mohakhali,689,normal,09/06/2026 11:58:50.000,SITE3685.SECC,7.0,Band 8,URB-3341-B,29.0,Band 8,3.0,15.5,18.6,23.763836,90.411898,-102.0,-98.0
690,gulshan_banani_mohakhali,690,short_stay,09/06/2026 11:59:02.000,URB-3341-B,29.0,Band 1,SITE3182.SECB,41.0,Band 1,12.0,69.7,20.9,23.764189,90.412292,-104.0,-97.0
691,gulshan_banani_mohakhali,691,normal,09/06/2026 11:59:05.000,SITE3182.SECB,41.0,Band 1,SITE1215.SECB,202.0,Band 1,3.0,17.6,21.1,23.764304,90.412395,-102.0,-101.0
692,gulshan_banani_mohakhali,692,normal,09/06/2026 11:59:15.000,SITE1215.SECB,202.0,Band 1,BD7179A,203.0,Band 1,10.0,59.0,21.2,23.764704,90.412606,-98.0,-93.0
693,gulshan_banani_mohakhali,693,short_stay,09/06/2026 11:59:24.000,BD7179A,203.0,Band 41,SITE3182.SECB,41.0,Band 41,9.0,43.9,17.6,23.764922,90.412792,-101.0,-103.0
694,gulshan_banani_mohakhali,694,pingpong,09/06/2026 11:59:25.000,SITE3182.SECB,41.0,Band 41,eNB09212_SB,185.0,Band 41,1.0,1.9,6.8,23.764921,90.412811,-103.0,-101.0
695,gulshan_banani_mohakhali,695,pingpong,09/06/2026 11:59:26.000,eNB09212_SB,185.0,Band 41,SITE3182.SECB,41.0,Band 41,1.0,5.5,19.8,23.764879,90.41284,-101.0,-104.0
696,gulshan_banani_mohakhali,696,short_stay,09/06/2026 11:59:27.000,SITE3182.SECB,41.0,Band 41,eNB09212_SB,185.0,Band 41,1.0,3.1,11.2,23.764906,90.412848,-104.0,-102.0
697,gulshan_banani_mohakhali,697,normal,09/06/2026 11:59:32.000,eNB09212_SB,185.0,Band 41,BD7179A,203.0,Band 41,5.0,18.3,13.2,23.764996,90.412901,-101.0,-101.0
698,gulshan_banani_mohakhali,698,short_stay,09/06/2026 11:59:45.000,BD7179A,203.0,Band 41,eNB09212_SB,185.0,Band 41,13.0,57.7,16.0,23.765206,90.412895,-92.0,-97.0
699,gulshan_banani_mohakhali,699,normal,09/06/2026 11:59:46.000,eNB09212_SB,185.0,Band 41,URB-3341-B,29.0,Band 41,1.0,11.3,40.7,23.765288,90.412961,-97.0,-99.0
700,gulshan_banani_mohakhali,700,normal,09/06/2026 11:59:58.000,URB-3341-B,29.0,Band 41,BD7179A,203.0,Band 41,12.0,81.4,24.4,23.765908,90.413298,-94.0,-94.0
701,gulshan_banani_mohakhali,701,short_stay,09/06/2026 12:00:12.000,BD7179A,203.0,Band 41,URB-3341-B,29.0,Band 41,14.0,125.3,32.2,23.766835,90.413747,-97.0,-95.0
702,gulshan_banani_mohakhali,702,short_stay,09/06/2026 12:00:13.000,URB-3341-B,29.0,Band 41,SITE1215.SECB,202.0,Band 41,1.0,9.3,33.5,23.766917,90.413766,-95.0,-98.0
703,gulshan_banani_mohakhali,703,normal,09/06/2026 12:00:16.000,SITE1215.SECB,202.0,Band 41,BD7179A,203.0,Band 41,3.0,35.3,42.4,23.76722,90.413763,-98.0,-97.0
704,gulshan_banani_mohakhali,704,pingpong,09/06/2026 12:01:06.000,BD7179A,203.0,Band 41,BD9162C,104.0,Band 41,50.0,456.5,32.9,23.771096,90.413994,-90.0,-93.0
705,gulshan_banani_mohakhali,705,pingpong,09/06/2026 12:01:08.000,BD9162C,104.0,Band 41,BD7179A,203.0,Band 41,2.0,14.0,25.2,23.77106,90.4141,-87.0,-93.0
706,gulshan_banani_mohakhali,706,pingpong,09/06/2026 12:01:11.000,BD7179A,203.0,Band 41,BD9162C,104.0,Band 41,3.0,31.0,37.2,23.770845,90.414282,-84.0,-87.0
707,gulshan_banani_mohakhali,707,stable,09/06/2026 12:01:14.000,BD9162C,104.0,Band 41,BD7179A,203.0,Band 41,3.0,24.9,29.9,23.770725,90.414484,-86.0,-97.0
708,gulshan_banani_mohakhali,708,short_stay,09/06/2026 12:03:25.000,BD7179A,203.0,Band 3,BD4592C,168.0,Band 3,131.0,1279.7,35.2,23.778786,90.419418,-100.0,-89.0
709,gulshan_banani_mohakhali,709,short_stay,09/06/2026 12:03:27.000,BD4592C,168.0,Band 3,eNB01278_SB,148.0,Band 3,2.0,31.4,56.5,23.779068,90.419396,-88.0,-91.0
710,gulshan_banani_mohakhali,710,short_stay,09/06/2026 12:03:28.000,eNB01278_SB,148.0,Band 3,BD7179A,203.0,Band 3,1.0,9.7,34.9,23.779153,90.419416,-91.0,-85.0
711,gulshan_banani_mohakhali,711,short_stay,09/06/2026 12:03:34.000,BD7179A,203.0,Band 3,BD4592C,168.0,Band 3,6.0,48.7,29.2,23.779542,90.419382,-92.0,-96.0
712,gulshan_banani_mohakhali,712,short_stay,09/06/2026 12:03:37.000,BD4592C,168.0,Band 3,eNB01278_SB,148.0,Band 3,3.0,31.1,37.3,23.779807,90.419391,-91.0,-88.0
713,gulshan_banani_mohakhali,713,short_stay,09/06/2026 12:03:40.000,eNB01278_SB,148.0,Band 3,BD9162C,104.0,Band 3,3.0,27.0,32.4,23.78002,90.419406,-99.0,-95.0
714,gulshan_banani_mohakhali,714,pingpong,09/06/2026 12:03:41.000,BD9162C,104.0,Band 3,BD4592C,168.0,Band 3,1.0,8.9,32.0,23.780084,90.419353,-95.0,-96.0
715,gulshan_banani_mohakhali,715,short_stay,09/06/2026 12:03:43.000,BD4592C,168.0,Band 3,BD9162C,104.0,Band 3,2.0,18.8,33.8,23.780252,90.419333,-96.0,-92.0
716,gulshan_banani_mohakhali,716,short_stay,09/06/2026 12:03:46.000,BD9162C,104.0,Band 3,eNB01278_SB,148.0,Band 3,3.0,33.8,40.6,23.780523,90.419412,-97.0,-98.0
717,gulshan_banani_mohakhali,717,pingpong,09/06/2026 12:03:52.000,eNB01278_SB,148.0,Band 3,eNB07356_SB,24.0,Band 3,6.0,68.7,41.2,23.781117,90.419451,-96.0,-90.0
718,gulshan_banani_mohakhali,718,pingpong,09/06/2026 12:03:53.000,eNB07356_SB,24.0,Band 3,eNB01278_SB,148.0,Band 3,1.0,9.5,34.2,23.781187,90.419398,-90.0,-94.0
719,gulshan_banani_mohakhali,719,normal,09/06/2026 12:03:56.000,eNB01278_SB,148.0,Band 3,eNB07356_SB,24.0,Band 3,3.0,21.6,25.9,23.781377,90.419386,-92.0,-92.0
