Time,Longitude,Latitude,Speed(km/h),LTE-S_PCell PCI,LTE-S_PCell EARFCN,LTE-S_Band,LTE-S_eNB-ID,LTE-S_PLMN ID,LTE-S_Cell Name,LTE-S_PCell RSRP,LTE-S_PCell RSRQ,LTE-S_PCell RSSI,LTE-S_PCell SINR,LTE-S_PCell CQI,LTE-S_Best_N1_Cell_ID,LTE-S_Best_N1_RSRP,LTE-S_Best_N2_Cell_ID,LTE-S_Best_N2_RSRP,LTE-S_Best_N3_Cell_ID,LTE-S_Best_N3_RSRP,LTE-S_Total Phy DL TP(Kbps),LTE-S_Total Phy UL TP(Kbps),Round Trip Time,Rx TCP/UDP Throughput,Tx TCP/UDP Throughput,Packet Loss (%)
09/06/2026 15:30:52.000,90.419347,23.782474,26.5,148.0,40538.0,Band 41,732,101,eNB01278_SB,-88.0,-19.0,-50.0,-3.4,2,24,-95.0,148,-88.0,168,-94.0,3810,402,90.1,3576,371,2.2
09/06/2026 15:30:53.000,90.4194,23.782546,25.1,148.0,40538.0,Band 41,732,101,eNB01278_SB,-91.0,-11.0,-61.0,-4.1,1,24,-98.0,148,-91.0,168,-97.0,2368,221,90.2,2152,209,2.64
09/06/2026 15:30:54.000,90.419407,23.782605,29.3,148.0,40538.0,Band 41,732,101,eNB01278_SB,-85.0,-10.0,-56.0,-3.1,2,24,-93.0,148,-85.0,168,-97.0,3974,486,83.9,3654,440,1.93
09/06/2026 15:30:55.000,90.41938,23.782673,25.1,148.0,40538.0,Band 41,732,101,eNB01278_SB,-95.0,-13.0,-62.0,-6.0,1,24,-95.0,148,-95.0,168,-100.0,2354,258,85.8,2186,235,2.07
09/06/2026 15:30:56.000,90.419351,23.782737,27.1,148.0,40538.0,Band 41,732,101,eNB01278_SB,-86.0,-13.0,-55.0,-0.6,3,24,-97.0,148,-86.0,168,-98.0,6696,818,91.8,6099,741,2.28
09/06/2026 15:30:57.000,90.41929,23.782818,26.4,148.0,40538.0,Band 41,732,101,eNB01278_SB,-86.0,-15.0,-50.0,-6.0,1,24,-93.0,148,-86.0,168,-103.0,2343,272,88.9,2159,253,2.41
09/06/2026 15:30:58.000,90.419334,23.78286,27.8,148.0,40538.0,Band 41,732,101,eNB01278_SB,-85.0,-18.0,-48.0,-5.5,1,24,-98.0,148,-85.0,168,-97.0,2593,292,98.7,2467,268,2.26
09/06/2026 15:30:59.000,90.419359,23.782942,25.4,148.0,40538.0,Band 41,732,101,eNB01278_SB,-94.0,-17.0,-58.0,-6.0,1,24,-93.0,148,-94.0,168,-102.0,2587,254,90.7,2339,231,2.35
09/06/2026 15:31:00.000,90.419448,23.783017,24.2,148.0,40538.0,Band 41,732,101,eNB01278_SB,-87.0,-7.0,-59.0,-0.4,2,148,-87.0,24,-88.0,136,-92.0,3574,372,85.1,3392,347,1.63
09/06/2026 15:31:01.000,90.419475,23.783093,24.3,148.0,40538.0,Band 41,732,101,eNB01278_SB,-86.0,-11.0,-54.0,-1.2,3,148,-86.0,24,-88.0,136,-91.0,6647,798,84.4,6339,721,1.66
09/06/2026 15:31:02.000,90.419447,23.783176,24.8,148.0,40538.0,Band 41,732,101,eNB01278_SB,-88.0,-19.0,-55.0,-6.0,1,148,-88.0,24,-90.0,136,-90.0,2553,247,101.3,2306,231,2.54
09/06/2026 15:31:03.000,90.419387,23.783201,24.7,148.0,40538.0,Band 41,732,101,eNB01278_SB,-86.0,-14.0,-52.0,-1.8,3,148,-86.0,24,-86.0,136,-91.0,6217,754,95.8,5694,688,1.75
09/06/2026 15:31:04.000,90.419319,23.783236,23.2,148.0,40538.0,Band 41,732,101,eNB01278_SB,-82.0,-16.0,-45.0,3.2,5,148,-82.0,24,-89.0,136,-93.0,14999,1449,64.4,13755,1321,1.54
09/06/2026 15:31:05.000,90.419302,23.783309,23.2,148.0,40538.0,Band 41,732,101,eNB01278_SB,-84.0,-19.0,-42.0,-1.0,3,148,-84.0,24,-83.0,136,-98.0,6794,783,87.5,6462,707,1.57
09/06/2026 15:31:06.000,90.419298,23.783352,27.5,148.0,40538.0,Band 41,732,101,eNB01278_SB,-86.0,-13.0,-52.0,-5.2,1,148,-86.0,24,-89.0,136,-91.0,2482,253,90.2,2303,228,2.06
09/06/2026 15:31:07.000,90.419252,23.783453,29.5,148.0,40538.0,Band 41,732,101,eNB01278_SB,-87.0,-16.0,-52.0,-2.5,2,148,-87.0,24,-92.0,136,-96.0,4044,504,82.6,3758,472,1.64
09/06/2026 15:31:08.000,90.419275,23.783498,27.5,148.0,40538.0,Band 41,732,101,eNB01278_SB,-89.0,-13.0,-55.0,-6.0,1,148,-89.0,24,-93.0,136,-95.0,2612,291,85.3,2506,270,1.85
09/06/2026 15:31:09.000,90.419299,23.783567,29.3,148.0,40538.0,Band 41,732,101,eNB01278_SB,-90.0,-11.0,-57.0,-4.5,1,148,-90.0,24,-92.0,136,-95.0,2347,291,99.3,2219,276,2.29
09/06/2026 15:31:10.000,90.419262,23.783597,29.9,148.0,40538.0,Band 41,732,101,eNB01278_SB,-86.0,-3.0,-62.0,-2.4,2,148,-86.0,24,-94.0,136,-96.0,3716,406,86.3,3563,368,1.83
09/06/2026 15:31:11.000,90.419252,23.783657,27.8,148.0,40538.0,Band 41,732,101,eNB01278_SB,-85.0,-6.0,-58.0,-5.4,1,148,-85.0,24,-90.0,136,-101.0,2577,288,94.1,2321,264,2.0
09/06/2026 15:31:12.000,90.419211,23.783701,28.4,148.0,40538.0,Band 41,732,101,eNB01278_SB,-83.0,-16.0,-48.0,1.1,4,148,-83.0,24,-95.0,166,-103.0,9921,1176,72.6,9305,1119,2.1
09/06/2026 15:31:13.000,90.419244,23.783824,27.8,148.0,40538.0,Band 41,732,101,eNB01278_SB,-84.0,-18.0,-46.0,-2.3,1,148,-84.0,24,-90.0,166,-99.0,2676,261,89.6,2453,246,2.39
09/06/2026 15:31:14.000,90.419215,23.783936,28.8,24.0,40538.0,Band 41,786,101,eNB07356_SB,-81.0,-13.0,-47.0,0.8,4,148,-89.0,24,-81.0,166,-99.0,10107,1188,85.9,9396,1070,1.94
09/06/2026 15:31:15.000,90.419185,23.783991,27.3,24.0,40538.0,Band 41,786,101,eNB07356_SB,-89.0,-12.0,-58.0,-6.0,1,148,-86.0,24,-89.0,166,-98.0,2466,290,100.7,2246,275,2.15
09/06/2026 15:31:16.000,90.419137,23.784099,29.1,148.0,40538.0,Band 41,732,101,eNB01278_SB,-86.0,-14.0,-51.0,-6.0,1,148,-86.0,24,-95.0,166,-99.0,2637,323,89.0,2381,296,1.85
09/06/2026 15:31:17.000,90.419123,23.784165,27.5,148.0,40538.0,Band 41,732,101,eNB01278_SB,-89.0,-8.0,-62.0,-4.1,1,148,-89.0,24,-90.0,166,-101.0,2581,243,97.9,2328,227,2.5
09/06/2026 15:31:18.000,90.419091,23.78425,28.2,168.0,40538.0,Band 41,820,101,BD4592C,-86.0,-15.0,-52.0,-3.3,1,148,-91.0,24,-92.0,166,-96.0,2535,247,94.4,2308,226,2.1
09/06/2026 15:31:19.000,90.419142,23.784316,29.1,148.0,40538.0,Band 41,732,101,eNB01278_SB,-85.0,-12.0,-50.0,-5.0,1,148,-85.0,24,-89.0,166,-96.0,2435,300,87.0,2258,283,2.05
09/06/2026 15:31:20.000,90.419167,23.784388,30.1,148.0,40538.0,Band 41,732,101,eNB01278_SB,-81.0,-12.0,-47.0,1.0,4,148,-81.0,24,-90.0,166,-104.0,10487,1170,79.8,9707,1113,1.02
09/06/2026 15:31:21.000,90.419133,23.784428,29.7,148.0,40538.0,Band 41,732,101,eNB01278_SB,-85.0,-10.0,-56.0,-1.6,2,148,-85.0,24,-88.0,166,-101.0,4074,502,85.4,3827,465,2.38
09/06/2026 15:31:22.000,90.419114,23.78452,32.8,148.0,40538.0,Band 41,732,101,eNB01278_SB,-76.0,-16.0,-42.0,11.0,8,148,-76.0,24,-90.0,166,-99.0,31594,3270,63.8,29759,2947,1.25
09/06/2026 15:31:23.000,90.419119,23.78464,29.8,148.0,40142.0,Band 41,732,101,eNB01278_SB,-80.0,-8.0,-52.0,0.4,4,148,-80.0,24,-94.0,166,-96.0,9368,1000,71.5,8538,942,1.67
09/06/2026 15:31:24.000,90.419128,23.784716,26.1,148.0,40142.0,Band 41,732,101,eNB01278_SB,-79.0,-10.0,-46.0,1.1,4,148,-79.0,24,-89.0,137,-93.0,10115,1162,82.8,9530,1103,1.78
09/06/2026 15:31:25.000,90.4191,23.784796,27.7,148.0,40142.0,Band 41,732,101,eNB01278_SB,-75.0,-14.0,-41.0,1.7,3,148,-75.0,24,-97.0,137,-95.0,6519,730,91.0,6142,679,2.04
09/06/2026 15:31:26.000,90.419142,23.784865,30.8,148.0,40142.0,Band 41,732,101,eNB01278_SB,-76.0,-19.0,-38.0,6.4,7,148,-76.0,24,-90.0,137,-97.0,26103,3138,62.0,24374,2835,1.44
09/06/2026 15:31:27.000,90.419155,23.78493,26.3,148.0,40142.0,Band 41,732,101,eNB01278_SB,-75.0,-7.0,-49.0,6.6,5,148,-75.0,24,-94.0,137,-93.0,14306,1556,69.1,13521,1465,1.36
09/06/2026 15:31:28.000,90.4192,23.78501,28.3,148.0,40142.0,Band 41,732,101,eNB01278_SB,-70.0,-15.0,-33.0,14.4,11,148,-70.0,24,-87.0,137,-95.0,51023,5594,41.4,48182,5336,0.23
09/06/2026 15:31:29.000,90.419101,23.785037,27.9,148.0,40142.0,Band 41,732,101,eNB01278_SB,-79.0,-15.0,-43.0,5.0,5,148,-79.0,24,-88.0,137,-98.0,15195,1451,82.6,14236,1321,1.87
09/06/2026 15:31:30.000,90.419055,23.785079,26.4,148.0,40142.0,Band 41,732,101,eNB01278_SB,-83.0,-9.0,-51.0,-2.6,1,148,-83.0,24,-88.0,137,-108.0,2558,264,98.5,2305,240,1.88
09/06/2026 15:31:31.000,90.419081,23.785152,26.1,148.0,40142.0,Band 41,732,101,eNB01278_SB,-81.0,-17.0,-45.0,6.5,6,148,-81.0,24,-93.0,137,-96.0,19040,2152,71.2,17741,2043,1.92
09/06/2026 15:31:32.000,90.419084,23.785246,29.9,148.0,40142.0,Band 41,732,101,eNB01278_SB,-82.0,-12.0,-51.0,-1.1,2,148,-82.0,24,-85.0,137,-94.0,3567,380,79.8,3290,354,2.19
09/06/2026 15:31:33.000,90.419071,23.785346,29.8,148.0,40142.0,Band 41,732,101,eNB01278_SB,-87.0,-16.0,-51.0,-0.0,3,148,-87.0,24,-83.0,137,-98.0,6623,687,85.9,6071,625,2.37
09/06/2026 15:31:34.000,90.419034,23.785403,28.3,24.0,40142.0,Band 41,786,101,eNB07356_SB,-83.0,-9.0,-52.0,1.1,4,148,-87.0,24,-83.0,137,-98.0,10540,1311,81.5,9523,1216,1.66
09/06/2026 15:31:35.000,90.419049,23.785464,31.5,24.0,40142.0,Band 41,786,101,eNB07356_SB,-85.0,-10.0,-55.0,-0.8,4,148,-87.0,24,-85.0,137,-97.0,10226,1029,79.0,9271,933,1.3
09/06/2026 15:31:36.000,90.419029,23.785556,33.1,24.0,40142.0,Band 41,786,101,eNB07356_SB,-82.0,-9.0,-54.0,-0.7,3,24,-82.0,148,-88.0,168,-88.0,6569,741,80.7,6203,686,1.57
09/06/2026 15:31:37.000,90.419063,23.785614,31.8,24.0,40142.0,Band 41,786,101,eNB07356_SB,-82.0,-13.0,-51.0,3.2,4,24,-82.0,148,-86.0,168,-87.0,9278,1132,88.6,8776,1074,1.68
09/06/2026 15:31:38.000,90.419079,23.785661,32.7,24.0,40142.0,Band 41,786,101,eNB07356_SB,-83.0,-19.0,-44.0,1.3,4,24,-83.0,148,-90.0,168,-92.0,10324,1114,71.7,9377,1005,1.05
09/06/2026 15:31:39.000,90.419086,23.785739,29.0,24.0,40142.0,Band 41,786,101,eNB07356_SB,-79.0,-14.0,-44.0,1.6,4,24,-79.0,148,-86.0,168,-88.0,10741,1110,86.1,9815,1055,1.16
09/06/2026 15:31:40.000,90.419013,23.785829,26.6,24.0,40142.0,Band 41,786,101,eNB07356_SB,-80.0,-11.0,-46.0,-0.6,3,24,-80.0,148,-85.0,168,-85.0,6670,820,85.9,6101,739,1.65
09/06/2026 15:31:41.000,90.419013,23.785898,27.1,24.0,40142.0,Band 41,786,101,eNB07356_SB,-74.0,-12.0,-42.0,8.5,7,24,-74.0,148,-88.0,168,-88.0,26585,3162,74.6,24011,2967,1.72
09/06/2026 15:31:42.000,90.419053,23.78596,23.5,24.0,40142.0,Band 41,786,101,eNB07356_SB,-75.0,-17.0,-39.0,7.9,8,24,-75.0,148,-83.0,168,-92.0,29586,3029,69.3,26753,2793,1.44
09/06/2026 15:31:43.000,90.419082,23.786027,30.0,24.0,40142.0,Band 41,786,101,eNB07356_SB,-74.0,-13.0,-41.0,6.7,6,24,-74.0,148,-82.0,168,-95.0,20461,2559,65.4,18925,2451,1.91
09/06/2026 15:31:44.000,90.419086,23.786098,27.8,24.0,40142.0,Band 41,786,101,eNB07356_SB,-73.0,-15.0,-38.0,4.8,7,24,-73.0,148,-87.0,168,-100.0,22815,2296,69.2,21194,2168,1.15
09/06/2026 15:31:45.000,90.419083,23.786142,28.7,24.0,40142.0,Band 41,786,101,eNB07356_SB,-75.0,-12.0,-41.0,8.9,8,24,-75.0,148,-90.0,168,-97.0,31467,3717,66.7,29836,3449,0.95
09/06/2026 15:31:46.000,90.419027,23.786195,27.1,24.0,40142.0,Band 41,786,101,eNB07356_SB,-72.0,-15.0,-36.0,9.1,7,24,-72.0,148,-88.0,168,-99.0,22768,2331,73.8,20639,2193,1.84
09/06/2026 15:31:47.000,90.419043,23.786298,24.9,24.0,40142.0,Band 41,786,101,eNB07356_SB,-75.0,-16.0,-40.0,8.5,7,24,-75.0,148,-86.0,168,-98.0,24924,2421,78.6,23319,2243,1.78
09/06/2026 15:31:48.000,90.419065,23.786344,26.0,24.0,40142.0,Band 41,786,101,eNB07356_SB,-77.0,-10.0,-49.0,5.1,6,24,-77.0,148,-88.0,166,-97.0,21185,2216,73.6,19839,2054,1.32
09/06/2026 15:31:49.000,90.41904,23.786416,24.1,24.0,40142.0,Band 41,786,101,eNB07356_SB,-78.0,-18.0,-39.0,3.5,5,24,-78.0,148,-89.0,166,-94.0,14325,1588,78.6,13531,1513,1.86
09/06/2026 15:31:50.000,90.419021,23.786443,24.1,24.0,40142.0,Band 41,786,101,eNB07356_SB,-81.0,-12.0,-49.0,-4.7,1,24,-81.0,148,-91.0,166,-96.0,2552,299,85.4,2351,274,2.29
09/06/2026 15:31:51.000,90.418986,23.786463,22.8,24.0,40142.0,Band 41,786,101,eNB07356_SB,-83.0,-14.0,-46.0,0.1,4,24,-83.0,148,-95.0,166,-97.0,9960,973,71.1,9303,930,1.83
09/06/2026 15:31:52.000,90.418966,23.786498,21.1,24.0,40142.0,Band 41,786,101,eNB07356_SB,-80.0,-15.0,-45.0,2.7,5,24,-80.0,148,-92.0,166,-95.0,15256,1470,76.0,14623,1350,1.68
09/06/2026 15:31:53.000,90.418936,23.786549,20.4,24.0,40538.0,Band 41,786,101,eNB07356_SB,-82.0,-16.0,-47.0,-1.4,1,24,-82.0,148,-94.0,166,-97.0,2584,303,101.6,2458,283,1.54
09/06/2026 15:31:54.000,90.418931,23.786638,23.5,24.0,40538.0,Band 41,786,101,eNB07356_SB,-81.0,-16.0,-47.0,3.1,5,24,-81.0,148,-95.0,166,-102.0,15411,1665,89.7,14251,1591,1.11
09/06/2026 15:31:55.000,90.418905,23.786724,26.7,24.0,40538.0,Band 41,786,101,eNB07356_SB,-82.0,-13.0,-50.0,2.6,4,24,-82.0,148,-90.0,166,-104.0,9690,939,78.3,9175,877,1.55
09/06/2026 15:31:56.000,90.418846,23.786767,25.3,24.0,40538.0,Band 41,786,101,eNB07356_SB,-77.0,-9.0,-47.0,9.2,8,24,-77.0,148,-88.0,166,-99.0,30553,3272,68.0,28340,3127,1.0
09/06/2026 15:31:57.000,90.418822,23.786841,26.8,24.0,40538.0,Band 41,786,101,eNB07356_SB,-79.0,-12.0,-46.0,5.5,6,24,-79.0,148,-85.0,166,-101.0,19973,2101,75.0,18184,1975,1.68
09/06/2026 15:31:58.000,90.418829,23.786901,27.9,24.0,40538.0,Band 41,786,101,eNB07356_SB,-83.0,-19.0,-42.0,1.8,3,24,-83.0,148,-91.0,166,-101.0,6111,754,81.0,5628,683,1.96
09/06/2026 15:31:59.000,90.418827,23.786984,25.8,24.0,40538.0,Band 41,786,101,eNB07356_SB,-76.0,-14.0,-41.0,5.5,6,24,-76.0,148,-91.0,166,-100.0,19580,2077,71.2,17724,1986,1.53
09/06/2026 15:32:00.000,90.418858,23.787054,24.9,24.0,40538.0,Band 41,786,101,eNB07356_SB,-77.0,-18.0,-40.0,6.8,7,24,-77.0,148,-94.0,197,-98.0,24630,2753,70.2,22455,2578,1.17
09/06/2026 15:32:01.000,90.418867,23.787126,21.9,24.0,40538.0,Band 41,786,101,eNB07356_SB,-78.0,-16.0,-42.0,2.2,4,24,-78.0,148,-98.0,197,-102.0,9587,1040,87.5,8975,980,1.83
09/06/2026 15:32:02.000,90.418881,23.787211,22.5,24.0,40538.0,Band 41,786,101,eNB07356_SB,-81.0,-19.0,-43.0,0.1,4,24,-81.0,148,-96.0,197,-97.0,10580,1026,90.1,9727,982,1.66
09/06/2026 15:32:03.000,90.418853,23.787284,21.7,24.0,40538.0,Band 41,786,101,eNB07356_SB,-71.0,-11.0,-40.0,10.5,10,24,-71.0,148,-92.0,197,-95.0,43050,4329,60.6,39133,3898,0.94
09/06/2026 15:32:04.000,90.418859,23.787347,23.1,24.0,40538.0,Band 41,786,101,eNB07356_SB,-69.0,-13.0,-34.0,17.8,12,24,-69.0,148,-90.0,197,-91.0,70042,8330,41.9,65292,7506,0.0
09/06/2026 15:32:05.000,90.418812,23.787433,23.5,24.0,40538.0,Band 41,786,101,eNB07356_SB,-74.0,-11.0,-46.0,5.0,5,24,-74.0,148,-97.0,197,-90.0,13808,1459,65.9,12680,1389,1.59
09/06/2026 15:32:06.000,90.418773,23.787427,26.0,24.0,40538.0,Band 41,786,101,eNB07356_SB,-77.0,-19.0,-36.0,4.5,6,24,-77.0,148,-96.0,197,-94.0,20668,2471,68.7,19538,2232,1.61
09/06/2026 15:32:07.000,90.418783,23.787477,26.2,24.0,40538.0,Band 41,786,101,eNB07356_SB,-71.0,-12.0,-37.0,11.4,9,24,-71.0,148,-94.0,197,-94.0,42126,5298,57.7,39602,4974,1.74
09/06/2026 15:32:08.000,90.418771,23.787562,26.0,24.0,40538.0,Band 41,786,101,eNB07356_SB,-74.0,-14.0,-43.0,15.7,11,24,-74.0,148,-96.0,197,-103.0,54017,5637,52.8,51736,5332,0.76
09/06/2026 15:32:09.000,90.418729,23.787618,27.0,24.0,40538.0,Band 41,786,101,eNB07356_SB,-78.0,-13.0,-44.0,4.1,6,24,-78.0,148,-96.0,197,-105.0,20109,2539,74.1,19068,2396,1.21
09/06/2026 15:32:10.000,90.418742,23.787725,28.0,24.0,40538.0,Band 41,786,101,eNB07356_SB,-71.0,-13.0,-35.0,12.0,9,24,-71.0,148,-95.0,197,-111.0,37337,4576,55.5,34402,4165,0.97
09/06/2026 15:32:11.000,90.418763,23.787788,26.9,24.0,40538.0,Band 41,786,101,eNB07356_SB,-70.0,-14.0,-37.0,9.5,8,24,-70.0,148,-97.0,197,-111.0,31028,3504,66.7,28997,3258,1.02
09/06/2026 15:32:12.000,90.418759,23.787849,25.6,24.0,40538.0,Band 41,786,101,eNB07356_SB,-70.0,-14.0,-41.0,5.9,6,24,-70.0,137,-94.0,168,-95.0,20322,2424,77.0,18878,2258,1.48
09/06/2026 15:32:13.000,90.418769,23.78788,23.6,24.0,40538.0,Band 41,786,101,eNB07356_SB,-69.0,-11.0,-37.0,12.7,10,24,-69.0,137,-94.0,168,-94.0,47221,4649,51.6,43871,4317,1.05
09/06/2026 15:32:14.000,90.418762,23.787975,26.0,24.0,40538.0,Band 41,786,101,eNB07356_SB,-73.0,-19.0,-35.0,10.9,10,24,-73.0,137,-95.0,168,-100.0,48439,4736,54.9,45206,4524,1.08
09/06/2026 15:32:15.000,90.418753,23.788052,28.0,24.0,40538.0,Band 41,786,101,eNB07356_SB,-72.0,-11.0,-38.0,9.5,7,24,-72.0,137,-92.0,168,-105.0,24897,2507,61.8,23371,2388,1.29
09/06/2026 15:32:16.000,90.418693,23.788117,30.6,24.0,40538.0,Band 41,786,101,eNB07356_SB,-68.0,-15.0,-33.0,16.5,11,24,-68.0,137,-96.0,168,-98.0,52803,6009,36.6,50399,5472,0.49
09/06/2026 15:32:17.000,90.418614,23.788198,30.8,24.0,40538.0,Band 41,786,101,eNB07356_SB,-64.0,-9.0,-36.0,17.9,13,24,-64.0,137,-87.0,168,-103.0,78290,7541,40.9,70849,6887,0.86
09/06/2026 15:32:18.000,90.418591,23.788272,32.1,24.0,40538.0,Band 41,786,101,eNB07356_SB,-65.0,-19.0,-27.0,17.2,12,24,-65.0,137,-89.0,168,-104.0,64679,6850,43.0,59312,6172,0.51
09/06/2026 15:32:19.000,90.41849,23.788329,28.1,24.0,40538.0,Band 41,786,101,eNB07356_SB,-75.0,-9.0,-49.0,3.1,4,24,-75.0,137,-92.0,168,-101.0,9484,961,76.6,8536,904,1.24
09/06/2026 15:32:20.000,90.418485,23.788386,25.0,24.0,40538.0,Band 41,786,101,eNB07356_SB,-69.0,-12.0,-37.0,15.5,11,24,-69.0,137,-84.0,168,-102.0,54086,6647,49.5,50670,6174,0.58
09/06/2026 15:32:21.000,90.41846,23.788458,28.9,24.0,40538.0,Band 41,786,101,eNB07356_SB,-70.0,-10.0,-39.0,13.0,10,24,-70.0,137,-86.0,168,-101.0,48535,4987,52.5,44797,4718,1.7
09/06/2026 15:32:22.000,90.418473,23.788483,26.5,24.0,40538.0,Band 41,786,101,eNB07356_SB,-71.0,-12.0,-37.0,7.1,6,24,-71.0,137,-83.0,168,-100.0,18067,1919,69.5,16347,1732,1.63
09/06/2026 15:32:23.000,90.418456,23.788567,29.3,24.0,40538.0,Band 41,786,101,eNB07356_SB,-67.0,-16.0,-29.0,12.5,10,24,-67.0,137,-92.0,168,-99.0,45257,4877,49.8,43306,4595,1.37
09/06/2026 15:32:24.000,90.418458,23.788625,30.7,24.0,40538.0,Band 41,786,101,eNB07356_SB,-66.0,-13.0,-34.0,17.5,12,24,-66.0,19,-87.0,137,-87.0,66954,7343,39.8,61381,6661,0.98
09/06/2026 15:32:25.000,90.418431,23.788711,31.7,24.0,40538.0,Band 41,786,101,eNB07356_SB,-62.0,-7.0,-35.0,24.8,15,24,-62.0,19,-91.0,137,-94.0,98609,10330,24.8,93832,9721,0.08
09/06/2026 15:32:26.000,90.418424,23.788777,32.9,24.0,40538.0,Band 41,786,101,eNB07356_SB,-65.0,-19.0,-25.0,19.9,13,24,-65.0,19,-96.0,137,-94.0,75913,8195,48.6,72790,7619,0.31
09/06/2026 15:32:27.000,90.418464,23.788872,28.9,24.0,40538.0,Band 41,786,101,eNB07356_SB,-62.0,-14.0,-25.0,20.0,12,24,-62.0,19,-97.0,137,-97.0,60846,7466,39.0,56614,7138,0.58
09/06/2026 15:32:28.000,90.418422,23.788914,29.4,24.0,40538.0,Band 41,786,101,eNB07356_SB,-59.0,-17.0,-21.0,24.7,15,24,-59.0,19,-97.0,137,-97.0,87782,8288,23.4,81241,7756,0.16
09/06/2026 15:32:29.000,90.418366,23.789004,28.8,24.0,40538.0,Band 41,786,101,eNB07356_SB,-59.0,-11.0,-27.0,21.6,14,24,-59.0,19,-98.0,137,-98.0,81553,7969,41.0,75107,7613,0.15
09/06/2026 15:32:30.000,90.418407,23.789089,28.7,24.0,40538.0,Band 41,786,101,eNB07356_SB,-64.0,-7.0,-37.0,20.3,14,24,-64.0,19,-101.0,137,-97.0,88680,9716,30.5,80708,8827,0.19
09/06/2026 15:32:31.000,90.418418,23.789174,29.5,24.0,40538.0,Band 41,786,101,eNB07356_SB,-64.0,-15.0,-30.0,19.0,12,24,-64.0,19,-100.0,137,-96.0,62171,7117,49.2,56455,6479,0.82
09/06/2026 15:32:32.000,90.418396,23.789286,35.4,24.0,40538.0,Band 41,786,101,eNB07356_SB,-61.0,-5.0,-33.0,19.6,13,24,-61.0,19,-101.0,137,-96.0,77988,8254,51.0,71424,7561,0.66
09/06/2026 15:32:33.000,90.418365,23.78937,34.5,24.0,40538.0,Band 41,786,101,eNB07356_SB,-59.0,-19.0,-18.0,28.4,15,24,-59.0,19,-100.0,137,-95.0,89802,11189,29.8,81567,10662,0.04
09/06/2026 15:32:34.000,90.418356,23.789462,35.6,24.0,40538.0,Band 41,786,101,eNB07356_SB,-64.0,-9.0,-33.0,15.9,11,24,-64.0,19,-104.0,137,-96.0,58426,7276,56.0,52883,6945,1.09
09/06/2026 15:32:35.000,90.418329,23.7895,30.8,24.0,40538.0,Band 41,786,101,eNB07356_SB,-66.0,-17.0,-33.0,11.4,9,24,-66.0,19,-104.0,137,-97.0,42302,4612,62.8,40051,4279,1.1
09/06/2026 15:32:36.000,90.418341,23.789557,31.0,24.0,40538.0,Band 41,786,101,eNB07356_SB,-70.0,-12.0,-38.0,7.6,6,24,-70.0,148,-96.0,137,-100.0,19018,2309,64.9,18145,2127,1.4
09/06/2026 15:32:37.000,90.418311,23.789638,30.1,24.0,40538.0,Band 41,786,101,eNB07356_SB,-64.0,-12.0,-31.0,14.8,11,24,-64.0,148,-93.0,137,-98.0,59283,6406,46.3,54876,6129,0.68
09/06/2026 15:32:38.000,90.418274,23.789747,31.3,24.0,40538.0,Band 41,786,101,eNB07356_SB,-64.0,-14.0,-29.0,16.2,11,24,-64.0,148,-98.0,137,-99.0,58317,6549,29.2,52840,5947,0.7
09/06/2026 15:32:39.000,90.418275,23.789819,30.0,24.0,40538.0,Band 41,786,101,eNB07356_SB,-69.0,-12.0,-35.0,14.4,10,24,-69.0,148,-89.0,137,-100.0,43209,5456,47.2,40537,5060,1.37
09/06/2026 15:32:40.000,90.418236,23.789898,27.3,24.0,40538.0,Band 41,786,101,eNB07356_SB,-76.0,-9.0,-46.0,5.7,7,24,-76.0,148,-98.0,137,-97.0,23695,2514,69.1,21768,2359,1.14
09/06/2026 15:32:41.000,90.418239,23.789974,28.1,24.0,40538.0,Band 41,786,101,eNB07356_SB,-70.0,-5.0,-43.0,15.4,11,24,-70.0,148,-93.0,137,-95.0,54308,5763,48.8,50772,5467,0.79
09/06/2026 15:32:42.000,90.418191,23.790027,26.4,24.0,40538.0,Band 41,786,101,eNB07356_SB,-72.0,-4.0,-48.0,5.3,5,24,-72.0,148,-93.0,137,-94.0,14350,1801,71.9,12934,1664,1.31
09/06/2026 15:32:43.000,90.418166,23.790059,28.1,24.0,40538.0,Band 41,786,101,eNB07356_SB,-69.0,-19.0,-31.0,9.1,7,24,-69.0,148,-96.0,137,-105.0,23630,2914,57.0,21618,2768,1.5
09/06/2026 15:32:44.000,90.418164,23.790101,28.1,24.0,40538.0,Band 41,786,101,eNB07356_SB,-71.0,-10.0,-41.0,20.8,14,24,-71.0,148,-91.0,137,-103.0,80113,9968,29.9,72477,9402,0.01
09/06/2026 15:32:45.000,90.418136,23.790153,23.6,24.0,40538.0,Band 41,786,101,eNB07356_SB,-70.0,-15.0,-36.0,10.9,8,24,-70.0,148,-97.0,137,-102.0,31136,3866,50.8,29142,3528,0.7
09/06/2026 15:32:46.000,90.41816,23.79021,20.3,24.0,40538.0,Band 41,786,101,eNB07356_SB,-73.0,-19.0,-32.0,9.5,9,24,-73.0,148,-96.0,137,-101.0,40683,4788,55.0,37767,4506,0.9
