global_event_id,corridor,event_id,handover_type,timestamp,from_cell_name,from_pci,from_band,to_cell_name,to_pci,to_band,time_since_prev_handover_s,distance_since_prev_handover_m,avg_speed_prev_segment_kmh,latitude_at_handover,longitude_at_handover,serving_rsrp_just_before_dbm,serving_rsrp_just_after_dbm
657,gulshan_banani_mohakhali,657,normal,09/06/2026 15:19:31.000,BD6743A,143,Band 1,SITE7725.SECB,135,Band 41,19,163.6,31,23.789395,90.414667,-80.5,-73.8
658,gulshan_banani_mohakhali,658,normal,09/06/2026 15:20:02.000,SITE7725.SECB,135,Band 41,eNB09837_SC,112,Band 3,31,141.1,16.4,23.79071,90.414548,-85.2,-72.5
659,gulshan_banani_mohakhali,659,normal,09/06/2026 15:20:54.000,eNB09837_SC,112,Band 3,eNB02457_SA,53,Band 3,52,593.6,41.1,23.794892,90.412844,-81.4,-77
660,gulshan_banani_mohakhali,660,normal,09/06/2026 15:21:28.000,eNB02457_SA,53,Band 3,RUSH5223C,16,Band 41,34,366.8,38.8,23.795078,90.409266,-83.3,-74.4
661,gulshan_banani_mohakhali,661,normal,09/06/2026 15:21:47.000,RUSH5223C,16,Band 41,RUSH9777A,118,Band 41,19,207,39.2,23.795214,90.407218,-85.2,-73.4
662,gulshan_banani_mohakhali,662,normal,09/06/2026 15:22:20.000,RUSH9777A,118,Band 41,eNB06271_SA,6,Band 3,33,375.1,40.9,23.795421,90.403621,-84.9,-73.3
663,gulshan_banani_mohakhali,663,normal,09/06/2026 15:23:03.000,eNB06271_SA,6,Band 3,RUSH4551B,42,Band 41,43,482.2,40.4,23.79374,90.400549,-80.9,-77.3
664,gulshan_banani_mohakhali,664,normal,09/06/2026 15:24:42.000,RUSH4551B,42,Band 41,URB-2361-B,33,Band 8,99,987.5,35.9,23.784975,90.399223,-91.3,-60.4
665,gulshan_banani_mohakhali,665,normal,09/06/2026 15:25:25.000,URB-2361-B,33,Band 8,eNB02986_SB,158,Band 3,43,422.1,35.3,23.781192,90.398658,-79.6,-75.4
666,gulshan_banani_mohakhali,666,normal,09/06/2026 15:26:20.000,eNB02986_SB,158,Band 3,SITE9906.SECB,110,Band 41,55,425.1,27.8,23.77751,90.399146,-82.5,-74.2
667,gulshan_banani_mohakhali,667,normal,09/06/2026 15:27:11.000,SITE9906.SECB,110,Band 41,RUSH8324B,93,Band 41,51,545,38.5,23.772883,90.400862,-86.6,-78.2
668,gulshan_banani_mohakhali,668,normal,09/06/2026 15:27:29.000,RUSH8324B,93,Band 41,RUSH3256A,35,Band 41,18,193.1,38.6,23.772852,90.400866,-88.8,-74.6
669,gulshan_banani_mohakhali,669,normal,09/06/2026 15:28:03.000,RUSH3256A,35,Band 41,RUSH9195C,145,Band 41,34,366.3,38.8,23.775905,90.399754,-79.2,-70.3
670,gulshan_banani_mohakhali,670,normal,09/06/2026 15:28:38.000,RUSH9195C,145,Band 41,RUSH2566B,65,Band 41,35,230.6,23.7,23.7779,90.399007,-84.7,-78.1
671,gulshan_banani_mohakhali,671,normal,09/06/2026 15:28:46.000,RUSH2566B,65,Band 41,RUSH5223C,16,Band 41,8,64.2,28.9,23.778437,90.398827,-81,-70.5
672,gulshan_banani_mohakhali,672,normal,09/06/2026 15:29:04.000,RUSH5223C,16,Band 41,eNB05980_SB,5,Band 3,18,137.5,27.5,23.779604,90.398399,-85.9,-71
673,gulshan_banani_mohakhali,673,normal,09/06/2026 15:29:37.000,eNB05980_SB,5,Band 3,eNB06004_SB,76,Band 3,33,204.5,22.3,23.781403,90.39867,-85.3,-69.9
674,gulshan_banani_mohakhali,674,normal,09/06/2026 15:30:48.000,eNB06004_SB,76,Band 3,RUSH9195C,145,Band 41,71,552.2,28,23.786365,90.399451,-79.9,-76
675,gulshan_banani_mohakhali,675,normal,09/06/2026 15:31:06.000,RUSH9195C,145,Band 41,RUSH8324B,93,Band 41,18,132.2,26.4,23.787525,90.399612,-83.8,-77
676,gulshan_banani_mohakhali,676,normal,09/06/2026 15:31:23.000,RUSH8324B,93,Band 41,SITE3967.SECA,79,Band 41,17,136.2,28.8,23.788753,90.39979,-84.9,-73.1
677,gulshan_banani_mohakhali,677,normal,09/06/2026 15:31:53.000,SITE3967.SECA,79,Band 41,RUSH9195C,145,Band 41,30,230.4,27.6,23.790787,90.400106,-85.6,-80
678,gulshan_banani_mohakhali,678,normal,09/06/2026 15:33:27.000,RUSH9195C,145,Band 41,BD7925B,89,Band 1,94,681.8,26.1,23.795488,90.402258,-84.2,-71.2
679,gulshan_banani_mohakhali,679,normal,09/06/2026 15:33:51.000,BD7925B,89,Band 1,URB-5413-C,41,Band 8,24,193.8,29.1,23.795392,90.404139,-85.3,-61.2
680,gulshan_banani_mohakhali,680,normal,09/06/2026 15:34:14.000,URB-5413-C,41,Band 8,eNB09837_SC,112,Band 3,23,171,26.8,23.795262,90.405832,-73.4,-70.6
681,gulshan_banani_mohakhali,681,normal,09/06/2026 15:34:28.000,eNB09837_SC,112,Band 3,eNB02457_SA,53,Band 3,14,63.9,16.4,23.795286,90.406399,-81.6,-74
682,gulshan_banani_mohakhali,682,normal,09/06/2026 15:35:17.000,eNB02457_SA,53,Band 3,eNB03982_SB,147,Band 3,49,244.1,17.9,23.795136,90.408831,-84.9,-77.6
683,gulshan_banani_mohakhali,683,normal,09/06/2026 15:35:40.000,eNB03982_SB,147,Band 3,URB-3785-B,82,Band 8,23,114.5,17.9,23.79505,90.409952,-78,-60.5
684,gulshan_banani_mohakhali,684,normal,09/06/2026 15:36:35.000,URB-3785-B,82,Band 8,URB-7926-C,117,Band 8,55,235.2,15.4,23.794919,90.412228,-72,-58.7
685,gulshan_banani_mohakhali,685,normal,09/06/2026 15:36:43.000,URB-7926-C,117,Band 8,URB-7109-B,106,Band 8,8,26,11.7,23.794936,90.412467,-72.3,-58.7
686,gulshan_banani_mohakhali,686,normal,09/06/2026 15:37:08.000,URB-7109-B,106,Band 8,eNB05980_SB,5,Band 3,25,44,6.3,23.794881,90.412865,-65.9,-76.7
687,gulshan_banani_mohakhali,687,normal,09/06/2026 15:39:25.000,eNB05980_SB,5,Band 3,SITE7725.SECB,135,Band 41,137,1137.7,29.9,23.78573,90.414972,-77.6,-77.7
688,gulshan_banani_mohakhali,688,normal,09/06/2026 15:40:10.000,SITE7725.SECB,135,Band 41,URB-7109-B,106,Band 8,45,346.2,27.7,23.782629,90.415258,-84.8,-59.7
689,gulshan_banani_mohakhali,689,normal,09/06/2026 15:40:44.000,URB-7109-B,106,Band 8,URB-1391-C,19,Band 8,34,295.9,31.3,23.78053,90.41542,-75.9,-59
690,gulshan_banani_mohakhali,690,normal,09/06/2026 15:41:13.000,URB-1391-C,19,Band 8,URB-5413-C,41,Band 8,29,244.8,30.4,23.782706,90.415265,-69.6,-58.7
691,gulshan_banani_mohakhali,691,normal,09/06/2026 15:41:22.000,URB-5413-C,41,Band 8,eNB06427_SA,102,Band 3,9,75.5,30.2,23.783376,90.415197,-75.4,-72.1
692,gulshan_banani_mohakhali,692,normal,09/06/2026 15:41:37.000,eNB06427_SA,102,Band 3,SITE4105.SECC,7,Band 41,15,138.9,33.3,23.784632,90.415075,-81,-79.9
693,gulshan_banani_mohakhali,693,normal,09/06/2026 15:42:00.000,SITE4105.SECC,7,Band 41,eNB03104_SA,26,Band 3,23,75,11.7,23.785293,90.415038,-86.6,-73.5
694,gulshan_banani_mohakhali,694,normal,09/06/2026 15:42:35.000,eNB03104_SA,26,Band 3,BD4225B,61,Band 1,35,285.2,29.3,23.787907,90.414799,-79.4,-74.5
695,gulshan_banani_mohakhali,695,normal,09/06/2026 15:43:01.000,BD4225B,61,Band 1,URB-1391-C,19,Band 8,26,233.6,32.3,23.789955,90.414606,-88.1,-64
696,gulshan_banani_mohakhali,696,normal,09/06/2026 15:43:35.000,URB-1391-C,19,Band 8,eNB06271_SA,6,Band 3,34,333.8,35.3,23.792972,90.41437,-74.2,-75.5
697,gulshan_banani_mohakhali,697,normal,09/06/2026 15:44:07.000,eNB06271_SA,6,Band 3,URB-3785-B,82,Band 8,32,230.4,25.9,23.794796,90.414024,-92.5,-60.8
698,gulshan_banani_mohakhali,698,normal,09/06/2026 15:44:27.000,URB-3785-B,82,Band 8,RUSH2566B,65,Band 41,20,130.1,23.4,23.794892,90.412706,-73.7,-76.8
699,gulshan_banani_mohakhali,699,normal,09/06/2026 15:44:35.000,RUSH2566B,65,Band 41,SITE7725.SECB,135,Band 41,8,51.5,23.2,23.794919,90.412201,-78.5,-75.7
700,gulshan_banani_mohakhali,700,normal,09/06/2026 15:45:07.000,SITE7725.SECB,135,Band 41,BD4068A,22,Band 1,32,238.4,26.8,23.795063,90.409862,-79.2,-71.7
701,gulshan_banani_mohakhali,701,normal,09/06/2026 15:45:34.000,BD4068A,22,Band 1,SITE3198.SECA,113,Band 41,27,176.9,23.6,23.795134,90.408133,-85.8,-75.4
702,gulshan_banani_mohakhali,702,normal,09/06/2026 15:45:59.000,SITE3198.SECA,113,Band 41,SITE4105.SECC,7,Band 41,25,153.9,22.2,23.79524,90.406643,-87,-69.5
703,gulshan_banani_mohakhali,703,normal,09/06/2026 15:46:39.000,SITE4105.SECC,7,Band 41,RUSH8064C,144,Band 41,40,524.1,47.2,23.795556,90.40142,-81.1,-78.5
704,gulshan_banani_mohakhali,704,normal,09/06/2026 15:47:07.000,RUSH8064C,144,Band 41,eNB09837_SC,112,Band 3,28,365.1,46.9,23.792967,90.400484,-88.4,-75.7
705,gulshan_banani_mohakhali,705,normal,09/06/2026 15:47:20.000,eNB09837_SC,112,Band 3,BD6743A,143,Band 1,13,97.8,27.1,23.79201,90.400307,-83.4,-73
706,gulshan_banani_mohakhali,706,normal,09/06/2026 15:47:34.000,BD6743A,143,Band 1,eNB09837_SC,112,Band 3,14,159.6,41,23.79057,90.400077,-81.1,-77.2
707,gulshan_banani_mohakhali,707,normal,09/06/2026 15:47:56.000,eNB09837_SC,112,Band 3,URB-3995-B,21,Band 8,22,274.9,45,23.788128,90.399709,-93.3,-64.8
708,gulshan_banani_mohakhali,708,normal,09/06/2026 15:48:46.000,URB-3995-B,21,Band 8,SITE5858.SECC,36,Band 41,50,576.1,41.5,23.783039,90.398879,-72.9,-78.2
709,gulshan_banani_mohakhali,709,normal,09/06/2026 15:49:37.000,SITE5858.SECC,36,Band 41,BD3163B,91,Band 1,51,605.3,42.7,23.777733,90.399083,-83.6,-69.1
710,gulshan_banani_mohakhali,710,normal,09/06/2026 15:49:54.000,BD3163B,91,Band 1,eNB06004_SB,76,Band 3,17,204.2,43.2,23.775971,90.399773,-76.1,-77.2
711,gulshan_banani_mohakhali,711,normal,09/06/2026 15:50:26.000,eNB06004_SB,76,Band 3,RUSH8287A,68,Band 41,32,403.7,45.4,23.772526,90.401,-85,-77
712,gulshan_banani_mohakhali,712,normal,09/06/2026 15:50:40.000,RUSH8287A,68,Band 41,RUSH4551B,42,Band 41,14,164.6,42.3,23.772929,90.40087,-88.8,-76.3
713,gulshan_banani_mohakhali,713,normal,09/06/2026 15:51:03.000,RUSH4551B,42,Band 41,URB-2361-B,33,Band 8,23,181.5,28.4,23.774402,90.400302,-82.4,-59.9
714,gulshan_banani_mohakhali,714,normal,09/06/2026 15:51:24.000,URB-2361-B,33,Band 8,URB-3785-B,82,Band 8,21,91.7,15.7,23.775189,90.400017,-74.5,-61
715,gulshan_banani_mohakhali,715,normal,09/06/2026 15:51:43.000,URB-3785-B,82,Band 8,RUSH8324B,93,Band 41,19,46.2,8.8,23.775612,90.399858,-72.7,-74.7
716,gulshan_banani_mohakhali,716,normal,09/06/2026 15:52:19.000,RUSH8324B,93,Band 41,RUSH4551B,42,Band 41,36,319.1,31.9,23.778389,90.39884,-84.3,-73.4
717,gulshan_banani_mohakhali,717,normal,09/06/2026 15:54:36.000,RUSH4551B,42,Band 41,URB-5413-C,41,Band 8,137,978.8,25.7,23.786982,90.399498,-83.3,-58.7
718,gulshan_banani_mohakhali,718,normal,09/06/2026 15:55:23.000,URB-5413-C,41,Band 8,eNB03104_SA,26,Band 3,47,441.4,33.8,23.790955,90.400148,-72.7,-71.7
719,gulshan_banani_mohakhali,719,normal,09/06/2026 15:55:31.000,eNB03104_SA,26,Band 3,URB-3995-B,21,Band 8,8,81.3,36.6,23.791695,90.400202,-82.1,-59.2
720,gulshan_banani_mohakhali,720,normal,09/06/2026 15:56:51.000,URB-3995-B,21,Band 8,eNB09837_SC,112,Band 3,80,766.5,34.5,23.795401,90.40397,-71.5,-70.2
721,gulshan_banani_mohakhali,721,normal,09/06/2026 15:57:08.000,eNB09837_SC,112,Band 3,RUSH8287A,68,Band 41,17,79.1,16.7,23.795378,90.404771,-84.6,-76.9
722,gulshan_banani_mohakhali,722,normal,09/06/2026 15:57:45.000,RUSH8287A,68,Band 41,URB-1391-C,19,Band 8,37,261.1,25.4,23.795209,90.407359,-90.6,-60.7
723,gulshan_banani_mohakhali,723,normal,09/06/2026 15:58:11.000,URB-1391-C,19,Band 8,RUSH8287A,68,Band 41,26,190.7,26.4,23.795083,90.409238,-71.7,-74.9
724,gulshan_banani_mohakhali,724,normal,09/06/2026 15:58:47.000,RUSH8287A,68,Band 41,RUSH2566B,65,Band 41,36,230.4,23,23.794964,90.411481,-84.3,-70.9
725,gulshan_banani_mohakhali,725,normal,09/06/2026 15:59:40.000,RUSH2566B,65,Band 41,SITE7516.SECB,129,Band 41,53,641.1,43.5,23.791486,90.414479,-80.4,-71.6
726,gulshan_banani_mohakhali,726,normal,09/06/2026 16:00:25.000,SITE7516.SECB,129,Band 41,eNB06427_SA,102,Band 3,45,545.7,43.7,23.786622,90.4149,-86.7,-70.4
727,gulshan_banani_mohakhali,727,normal,09/06/2026 16:00:51.000,eNB06427_SA,102,Band 3,SITE7725.SECB,135,Band 41,26,305.2,42.3,23.783989,90.415136,-80,-76.4
728,gulshan_banani_mohakhali,728,normal,09/06/2026 16:01:14.000,SITE7725.SECB,135,Band 41,URB-2361-B,33,Band 8,23,80.3,12.6,23.783194,90.415197,-81,-63.2
729,gulshan_banani_mohakhali,729,normal,09/06/2026 16:01:37.000,URB-2361-B,33,Band 8,eNB02457_SA,53,Band 3,23,135.9,21.3,23.78204,90.4153,-73,-72.3
730,gulshan_banani_mohakhali,730,normal,09/06/2026 16:01:57.000,eNB02457_SA,53,Band 3,URB-7926-C,117,Band 8,20,51.3,9.2,23.781552,90.415344,-86.9,-60.9
731,gulshan_banani_mohakhali,731,normal,09/06/2026 16:02:47.000,URB-7926-C,117,Band 8,URB-5413-C,41,Band 8,50,305.4,22,23.781713,90.415367,-72.5,-63.9
732,gulshan_banani_mohakhali,732,normal,09/06/2026 16:03:13.000,URB-5413-C,41,Band 8,SITE7516.SECB,129,Band 41,26,200.8,27.8,23.783529,90.415164,-72.5,-72.8
733,gulshan_banani_mohakhali,733,normal,09/06/2026 16:06:07.000,SITE7516.SECB,129,Band 41,BD3163B,91,Band 1,174,1247.7,25.8,23.794711,90.414198,-84.6,-74.7
734,gulshan_banani_mohakhali,734,normal,09/06/2026 16:06:15.000,BD3163B,91,Band 1,BD7925B,89,Band 1,8,60.8,27.4,23.794866,90.413708,-84.7,-73.3
735,gulshan_banani_mohakhali,735,normal,09/06/2026 16:06:34.000,BD7925B,89,Band 1,SITE4105.SECC,7,Band 41,19,157.4,29.8,23.794921,90.412153,-80.8,-80.1
736,gulshan_banani_mohakhali,736,normal,09/06/2026 16:06:56.000,SITE4105.SECC,7,Band 41,RUSH9777A,118,Band 41,22,154.4,25.3,23.795011,90.410644,-83.8,-78.8
737,gulshan_banani_mohakhali,737,normal,09/06/2026 16:07:21.000,RUSH9777A,118,Band 41,BD7925B,89,Band 1,25,194.8,28,23.795138,90.408814,-86.1,-77.3
738,gulshan_banani_mohakhali,738,normal,09/06/2026 16:07:27.000,BD7925B,89,Band 1,URB-7699-B,58,Band 8,6,50.9,30.6,23.795139,90.408263,-89,-62.8
739,gulshan_banani_mohakhali,739,normal,09/06/2026 16:08:24.000,URB-7699-B,58,Band 8,eNB03104_SA,26,Band 3,57,453.4,28.6,23.795428,90.403884,-75.5,-72.4
740,gulshan_banani_mohakhali,740,normal,09/06/2026 16:08:58.000,eNB03104_SA,26,Band 3,eNB02986_SB,158,Band 3,34,148.8,15.8,23.795483,90.402307,-88.9,-74.9
741,gulshan_banani_mohakhali,741,normal,09/06/2026 16:09:15.000,eNB02986_SB,158,Band 3,RUSH4551B,42,Band 41,17,180.4,38.2,23.795323,90.400848,-77.1,-76.8
742,gulshan_banani_mohakhali,742,normal,09/06/2026 16:09:46.000,RUSH4551B,42,Band 41,RUSH5223C,16,Band 41,31,334.5,38.8,23.79236,90.400386,-80.9,-69.7
743,gulshan_banani_mohakhali,743,normal,09/06/2026 16:10:07.000,RUSH5223C,16,Band 41,URB-2361-B,33,Band 8,21,211.3,36.2,23.790445,90.400068,-80.5,-63.9
744,gulshan_banani_mohakhali,744,normal,09/06/2026 16:10:35.000,URB-2361-B,33,Band 8,SITE5999.SECB,60,Band 41,28,274,35.2,23.788021,90.399685,-75.2,-70.5
745,gulshan_banani_mohakhali,745,normal,09/06/2026 16:10:45.000,SITE5999.SECB,60,Band 41,BD7925B,89,Band 1,10,103.7,37.3,23.787108,90.399555,-79.1,-74
746,gulshan_banani_mohakhali,746,normal,09/06/2026 16:11:19.000,BD7925B,89,Band 1,eNB03104_SA,26,Band 3,34,340.6,36.1,23.784053,90.399058,-79,-67.8
747,gulshan_banani_mohakhali,747,normal,09/06/2026 16:11:55.000,eNB03104_SA,26,Band 3,RUSH8287A,68,Band 41,36,395.4,39.5,23.780553,90.398559,-78.6,-74.5
748,gulshan_banani_mohakhali,748,normal,09/06/2026 16:12:30.000,RUSH8287A,68,Band 41,URB-3995-B,21,Band 8,35,160.4,16.5,23.77917,90.398573,-89.2,-60.8
749,gulshan_banani_mohakhali,749,normal,09/06/2026 16:13:17.000,URB-3995-B,21,Band 8,URB-7109-B,106,Band 8,47,303.8,23.3,23.776568,90.399449,-74.4,-63.2
750,gulshan_banani_mohakhali,750,normal,09/06/2026 16:13:45.000,URB-7109-B,106,Band 8,SITE5999.SECB,60,Band 41,28,304.9,39.2,23.773986,90.400452,-76,-76.2
751,gulshan_banani_mohakhali,751,normal,09/06/2026 16:14:11.000,SITE5999.SECB,60,Band 41,URB-2361-B,33,Band 8,26,80.7,11.2,23.773314,90.400716,-82.8,-64
752,gulshan_banani_mohakhali,752,normal,09/06/2026 16:14:33.000,URB-2361-B,33,Band 8,URB-3785-B,82,Band 8,22,166.6,27.3,23.772194,90.401101,-68.7,-58.7
753,gulshan_banani_mohakhali,753,normal,09/06/2026 16:14:42.000,URB-3785-B,82,Band 8,SITE6519.SECA,86,Band 41,9,59.4,23.7,23.772707,90.400925,-67.2,-72.2
754,gulshan_banani_mohakhali,754,normal,09/06/2026 16:15:03.000,SITE6519.SECA,86,Band 41,BD2802A,71,Band 1,21,148.5,25.5,23.773935,90.400456,-84,-69.4
755,gulshan_banani_mohakhali,755,normal,09/06/2026 16:15:13.000,BD2802A,71,Band 1,RUSH4551B,42,Band 41,10,75.4,27.1,23.774618,90.400228,-82.1,-77.7
756,gulshan_banani_mohakhali,756,normal,09/06/2026 16:15:52.000,RUSH4551B,42,Band 41,BD7925B,89,Band 1,39,301.9,27.9,23.777197,90.399342,-87.9,-74
757,gulshan_banani_mohakhali,757,normal,09/06/2026 16:16:39.000,BD7925B,89,Band 1,BD4225B,61,Band 1,47,297.9,22.8,23.779677,90.398418,-82,-72.7
758,gulshan_banani_mohakhali,758,normal,09/06/2026 16:16:54.000,BD4225B,61,Band 1,URB-3785-B,82,Band 8,15,61.8,14.8,23.780245,90.398486,-82.8,-62.8
759,gulshan_banani_mohakhali,759,normal,09/06/2026 16:17:55.000,URB-3785-B,82,Band 8,URB-2361-B,33,Band 8,61,406.7,24,23.783934,90.399114,-73.2,-58.7
760,gulshan_banani_mohakhali,760,normal,09/06/2026 16:18:08.000,URB-2361-B,33,Band 8,eNB09837_SC,112,Band 3,13,149.7,41.4,23.785244,90.399263,-67.1,-71.1
761,gulshan_banani_mohakhali,761,normal,09/06/2026 16:18:25.000,eNB09837_SC,112,Band 3,eNB05980_SB,5,Band 3,17,181.8,38.5,23.786833,90.399524,-80.2,-71
762,gulshan_banani_mohakhali,762,normal,09/06/2026 16:19:03.000,eNB05980_SB,5,Band 3,eNB09837_SC,112,Band 3,38,399.5,37.8,23.790412,90.40004,-85.2,-72.3
763,gulshan_banani_mohakhali,763,normal,09/06/2026 16:19:31.000,eNB09837_SC,112,Band 3,BD4819A,45,Band 1,28,333.3,42.8,23.79336,90.400498,-82.7,-76.5
764,gulshan_banani_mohakhali,764,normal,09/06/2026 16:19:37.000,BD4819A,45,Band 1,SITE7516.SECB,129,Band 41,6,65.2,39.1,23.793933,90.400601,-86.4,-74
765,gulshan_banani_mohakhali,765,normal,09/06/2026 16:20:44.000,SITE7516.SECB,129,Band 41,BD2498C,124,Band 1,67,697.2,37.5,23.795267,90.405899,-85.6,-73.2
766,gulshan_banani_mohakhali,766,normal,09/06/2026 16:23:19.000,BD2498C,124,Band 1,eNB06004_SB,76,Band 3,155,1770.9,41.1,23.786515,90.414957,-81,-74.6
767,gulshan_banani_mohakhali,767,normal,09/06/2026 16:23:47.000,eNB06004_SB,76,Band 3,RUSH9195C,145,Band 41,28,322.4,41.5,23.783619,90.415143,-79.8,-73.4
768,gulshan_banani_mohakhali,768,normal,09/06/2026 16:24:30.000,RUSH9195C,145,Band 41,URB-7699-B,58,Band 8,43,369.6,30.9,23.78036,90.415457,-85.7,-59.3
769,gulshan_banani_mohakhali,769,normal,09/06/2026 16:24:55.000,URB-7699-B,58,Band 8,eNB09837_SC,112,Band 3,25,230.2,33.1,23.782242,90.415274,-69,-74.2
770,gulshan_banani_mohakhali,770,normal,09/06/2026 16:26:10.000,eNB09837_SC,112,Band 3,BD4068A,22,Band 1,75,711.7,34.2,23.788534,90.414742,-77.8,-75.9
771,gulshan_banani_mohakhali,771,normal,09/06/2026 16:26:35.000,BD4068A,22,Band 1,BD7925B,89,Band 1,25,184.3,26.5,23.790237,90.414614,-78,-72.5
772,gulshan_banani_mohakhali,772,normal,09/06/2026 16:26:52.000,BD7925B,89,Band 1,RUSH5223C,16,Band 41,17,176,37.3,23.791845,90.414387,-87.1,-77.9
773,gulshan_banani_mohakhali,773,normal,09/06/2026 16:28:05.000,RUSH5223C,16,Band 41,RUSH3256A,35,Band 41,73,600.7,29.6,23.794959,90.41158,-91.3,-79.1
774,gulshan_banani_mohakhali,774,normal,09/06/2026 16:28:17.000,RUSH3256A,35,Band 41,RUSH8324B,93,Band 41,12,86.3,25.9,23.795013,90.410801,-83.3,-75.4
775,gulshan_banani_mohakhali,775,normal,09/06/2026 16:28:32.000,RUSH8324B,93,Band 41,BD2802A,71,Band 1,15,101,24.2,23.795036,90.409738,-87.4,-73.1
776,gulshan_banani_mohakhali,776,normal,09/06/2026 16:29:11.000,BD2802A,71,Band 1,eNB06427_SA,102,Band 3,39,276,25.5,23.795189,90.407048,-85,-71.7
777,gulshan_banani_mohakhali,777,normal,09/06/2026 16:29:45.000,eNB06427_SA,102,Band 3,RUSH8324B,93,Band 41,34,243.5,25.8,23.795367,90.404617,-79.3,-76
778,gulshan_banani_mohakhali,778,normal,09/06/2026 16:30:02.000,RUSH8324B,93,Band 41,SITE7725.SECB,135,Band 41,17,120.8,25.6,23.79542,90.403496,-84.7,-79.1
779,gulshan_banani_mohakhali,779,normal,09/06/2026 16:30:14.000,SITE7725.SECB,135,Band 41,SITE3198.SECA,113,Band 41,12,92.5,27.8,23.795482,90.402531,-81,-75
780,gulshan_banani_mohakhali,780,normal,09/06/2026 16:30:29.000,SITE3198.SECA,113,Band 41,eNB03982_SB,147,Band 3,15,106.8,25.6,23.795551,90.401534,-85.3,-72.9
781,gulshan_banani_mohakhali,781,normal,09/06/2026 16:30:58.000,eNB03982_SB,147,Band 3,SITE9906.SECB,110,Band 41,29,196.7,24.4,23.794393,90.40065,-82.6,-76.9
782,gulshan_banani_mohakhali,782,normal,09/06/2026 16:31:13.000,SITE9906.SECB,110,Band 41,SITE7516.SECB,129,Band 41,15,115.5,27.7,23.793361,90.400507,-85.7,-75.6
783,gulshan_banani_mohakhali,783,normal,09/06/2026 16:31:24.000,SITE7516.SECB,129,Band 41,BD4761A,97,Band 1,11,75.5,24.7,23.792739,90.400405,-87.3,-75
784,gulshan_banani_mohakhali,784,normal,09/06/2026 16:31:41.000,BD4761A,97,Band 1,eNB03982_SB,147,Band 3,17,119.6,25.3,23.791672,90.400229,-82.7,-71.9
785,gulshan_banani_mohakhali,785,normal,09/06/2026 16:31:56.000,eNB03982_SB,147,Band 3,BD2802A,71,Band 1,15,106.3,25.5,23.790737,90.400102,-88.8,-73.8
786,gulshan_banani_mohakhali,786,normal,09/06/2026 16:32:12.000,BD2802A,71,Band 1,SITE5999.SECB,60,Band 41,16,90.9,20.5,23.789956,90.399968,-85,-77.7
787,gulshan_banani_mohakhali,787,normal,09/06/2026 16:32:54.000,SITE5999.SECB,60,Band 41,URB-6488-B,115,Band 8,42,325.2,27.9,23.78703,90.399532,-83.7,-58.7
788,gulshan_banani_mohakhali,788,normal,09/06/2026 16:34:15.000,URB-6488-B,115,Band 8,RUSH8287A,68,Band 41,81,544,24.2,23.782165,90.39881,-81.3,-77.8
789,gulshan_banani_mohakhali,789,normal,09/06/2026 16:35:05.000,RUSH8287A,68,Band 41,RUSH8064C,144,Band 41,50,480.7,34.6,23.777968,90.399039,-82.2,-74
790,gulshan_banani_mohakhali,790,normal,09/06/2026 16:35:22.000,RUSH8064C,144,Band 41,RUSH3256A,35,Band 41,17,154.7,32.8,23.77665,90.399485,-81.7,-80.5
791,gulshan_banani_mohakhali,791,normal,09/06/2026 16:35:46.000,RUSH3256A,35,Band 41,RUSH9195C,145,Band 41,24,232.3,34.9,23.774669,90.400209,-87.8,-74.9
792,gulshan_banani_mohakhali,792,normal,09/06/2026 16:36:10.000,RUSH9195C,145,Band 41,URB-7109-B,106,Band 8,24,236.5,35.5,23.772663,90.400952,-86.3,-61.8
793,gulshan_banani_mohakhali,793,normal,09/06/2026 16:36:50.000,URB-7109-B,106,Band 8,SITE7516.SECB,129,Band 41,40,406.4,36.6,23.774871,90.400135,-71.1,-72.6
794,gulshan_banani_mohakhali,794,normal,09/06/2026 16:37:32.000,SITE7516.SECB,129,Band 41,eNB05980_SB,5,Band 3,42,387.6,33.2,23.77815,90.398915,-84.8,-69
795,gulshan_banani_mohakhali,795,normal,09/06/2026 16:38:31.000,eNB05980_SB,5,Band 3,URB-2361-B,33,Band 8,59,590.3,36,23.783322,90.398993,-79.3,-61.4
796,gulshan_banani_mohakhali,796,normal,09/06/2026 16:38:42.000,URB-2361-B,33,Band 8,eNB06427_SA,102,Band 3,11,48.9,16,23.783735,90.399045,-76.5,-70.3
797,gulshan_banani_mohakhali,797,normal,09/06/2026 16:40:11.000,eNB06427_SA,102,Band 3,SITE3967.SECA,79,Band 41,89,659.7,26.7,23.789679,90.399928,-80,-69.1
798,gulshan_banani_mohakhali,798,normal,09/06/2026 16:40:38.000,SITE3967.SECA,79,Band 41,SITE7516.SECB,129,Band 41,27,254.1,33.9,23.791938,90.400296,-80.9,-78.6
799,gulshan_banani_mohakhali,799,normal,09/06/2026 16:41:08.000,SITE7516.SECB,129,Band 41,SITE5999.SECB,60,Band 41,30,249,29.9,23.794157,90.400626,-86.3,-76.8
800,gulshan_banani_mohakhali,800,normal,09/06/2026 16:41:36.000,SITE5999.SECB,60,Band 41,SITE9906.SECB,110,Band 41,28,269.7,34.7,23.795512,90.401904,-85.4,-75.4
